id,stress_slice,ground_truth_fqdn,gold_rank,gold_in_top_k,head_fqdn
hard_boundary_v1_000290,cross_domain_overlap,itinerary.travel.cn,3,true,flight.travel.cn
hard_boundary_v1_000291,cross_domain_overlap,activity.travel.cn,1,true,activity.travel.cn
hard_boundary_v1_000292,cross_domain_overlap,activity.travel.cn,6,true,weather.cn
hard_boundary_v1_000293,cross_domain_overlap,activity.travel.cn,1,true,activity.travel.cn
hard_boundary_v1_000294,cross_domain_overlap,hotel.travel.cn,3,true,transport.travel.cn
hard_boundary_v1_000295,cross_domain_overlap,hotel.travel.cn,3,true,meeting.productivity.cn
hard_boundary_v1_000296,cross_domain_overlap,hotel.travel.cn,3,true,transport.travel.cn
hard_boundary_v1_000297,cross_domain_overlap,transport.travel.cn,4,true,schedule.meeting.productivity.cn
hard_boundary_v1_000298,cross_domain_overlap,transport.travel.cn,2,true,weather.cn
hard_boundary_v1_000299,cross_domain_overlap,transport.travel.cn,4,true,schedule.meeting.productivity.cn
hard_boundary_v1_000300,cross_domain_overlap,budget.finance.cn,2,true,activity.travel.cn
hard_boundary_v1_000301,cross_domain_overlap,budget.finance.cn,3,true,invoice.finance.cn
hard_boundary_v1_000302,cross_domain_overlap,budget.finance.cn,2,true,activity.travel.cn
hard_boundary_v1_000303,cross_domain_overlap,invest.finance.cn,12,true,budget.finance.cn
hard_boundary_v1_000304,cross_domain_overlap,invest.finance.cn,12,true,budget.finance.cn
hard_boundary_v1_000305,cross_domain_overlap,invest.finance.cn,12,true,budget.finance.cn
hard_boundary_v1_000306,cross_domain_overlap,reimburse.invoice.finance.cn,2,true,compliance.security.cn
hard_boundary_v1_000307,cross_domain_overlap,reimburse.invoice.finance.cn,1,true,reimburse.invoice.finance.cn
hard_boundary_v1_000308,cross_domain_overlap,reimburse.invoice.finance.cn,2,true,compliance.security.cn
hard_boundary_v1_000309,cross_domain_overlap,docs.productivity.cn,4,true,policy.gov.cn
hard_boundary_v1_000310,cross_domain_overlap,docs.productivity.cn,4,true,meeting.productivity.cn
hard_boundary_v1_000311,cross_domain_overlap,docs.productivity.cn,4,true,policy.gov.cn
hard_boundary_v1_000312,cross_domain_overlap,schedule.meeting.productivity.cn,7,true,meeting.productivity.cn
hard_boundary_v1_000313,cross_domain_overlap,schedule.meeting.productivity.cn,2,true,risk.security.cn
hard_boundary_v1_000314,cross_domain_overlap,schedule.meeting.productivity.cn,7,true,meeting.productivity.cn
hard_boundary_v1_000315,cross_domain_overlap,action-items.meeting.productivity.cn,1,true,action-items.meeting.productivity.cn
hard_boundary_v1_000316,cross_domain_overlap,action-items.meeting.productivity.cn,3,true,compliance.security.cn
hard_boundary_v1_000317,cross_domain_overlap,action-items.meeting.productivity.cn,1,true,action-items.meeting.productivity.cn
hard_boundary_v1_000318,cross_domain_overlap,price.commerce.cn,4,true,budget.finance.cn
hard_boundary_v1_000319,cross_domain_overlap,price.commerce.cn,2,true,coupon.commerce.cn
hard_boundary_v1_000320,cross_domain_overlap,price.commerce.cn,4,true,budget.finance.cn
hard_boundary_v1_000321,cross_domain_overlap,coupon.commerce.cn,1,true,coupon.commerce.cn
hard_boundary_v1_000322,cross_domain_overlap,coupon.commerce.cn,1,true,coupon.commerce.cn
hard_boundary_v1_000323,cross_domain_overlap,coupon.commerce.cn,1,true,coupon.commerce.cn
hard_boundary_v1_000324,cross_domain_overlap,clinic.health.cn,2,true,fitness.health.cn
hard_boundary_v1_000325,cross_domain_overlap,clinic.health.cn,13,true,restaurant.travel.cn
hard_boundary_v1_000326,cross_domain_overlap,clinic.health.cn,2,true,fitness.health.cn
hard_boundary_v1_000327,cross_domain_overlap,fitness.health.cn,1,true,fitness.health.cn
hard_boundary_v1_000328,cross_domain_overlap,fitness.health.cn,15,true,nutrition.health.cn
hard_boundary_v1_000329,cross_domain_overlap,fitness.health.cn,1,true,fitness.health.cn
hard_boundary_v1_000330,cross_domain_overlap,course.education.cn,1,true,course.education.cn
hard_boundary_v1_000331,cross_domain_overlap,course.education.cn,1,true,course.education.cn
hard_boundary_v1_000332,cross_domain_overlap,course.education.cn,1,true,course.education.cn
hard_boundary_v1_000333,cross_domain_overlap,tutoring.education.cn,2,true,course.education.cn
hard_boundary_v1_000334,cross_domain_overlap,tutoring.education.cn,1,true,tutoring.education.cn
hard_boundary_v1_000335,cross_domain_overlap,tutoring.education.cn,2,true,course.education.cn
hard_boundary_v1_000336,cross_domain_overlap,policy.gov.cn,3,true,risk.security.cn
hard_boundary_v1_000337,cross_domain_overlap,policy.gov.cn,1,true,policy.gov.cn
hard_boundary_v1_000338,cross_domain_overlap,policy.gov.cn,4,true,risk.security.cn
hard_boundary_v1_000339,cross_domain_overlap,risk.security.cn,3,true,policy.gov.cn
hard_boundary_v1_000340,cross_domain_overlap,risk.security.cn,24,true,compliance.security.cn
hard_boundary_v1_000341,cross_domain_overlap,risk.security.cn,3,true,policy.gov.cn
hard_boundary_v1_000342,cross_domain_overlap,data.compliance.security.cn,1,true,data.compliance.security.cn
hard_boundary_v1_000343,cross_domain_overlap,data.compliance.security.cn,6,true,policy.gov.cn
hard_boundary_v1_000344,cross_domain_overlap,data.compliance.security.cn,1,true,data.compliance.security.cn
hard_boundary_v1_000345,cross_domain_overlap,fraud.security.cn,3,true,compliance.security.cn
hard_boundary_v1_000346,cross_domain_overlap,fraud.security.cn,9,true,activity.travel.cn
hard_boundary_v1_000347,cross_domain_overlap,fraud.security.cn,3,true,compliance.security.cn
hard_boundary_v1_000348,cross_domain_overlap,weather.cn,1,true,weather.cn
hard_boundary_v1_000349,cross_domain_overlap,weather.cn,1,true,weather.cn
hard_boundary_v1_000350,cross_domain_overlap,weather.cn,1,true,weather.cn
hard_boundary_v1_000351,high_risk_governance_tone,permit.gov.cn,1,true,permit.gov.cn
hard_boundary_v1_000352,high_risk_governance_tone,permit.gov.cn,1,true,permit.gov.cn
hard_boundary_v1_000353,high_risk_governance_tone,permit.gov.cn,2,true,compliance.security.cn
hard_boundary_v1_000354,high_risk_governance_tone,policy.gov.cn,1,true,policy.gov.cn
hard_boundary_v1_000355,high_risk_governance_tone,policy.gov.cn,1,true,policy.gov.cn
hard_boundary_v1_000356,high_risk_governance_tone,policy.gov.cn,1,true,policy.gov.cn
hard_boundary_v1_000357,high_risk_governance_tone,compliance.security.cn,1,true,compliance.security.cn
hard_boundary_v1_000358,high_risk_governance_tone,compliance.security.cn,1,true,compliance.security.cn
hard_boundary_v1_000359,high_risk_governance_tone,compliance.security.cn,1,true,compliance.security.cn
hard_boundary_v1_000360,high_risk_governance_tone,risk.security.cn,1,true,risk.security.cn
hard_boundary_v1_000361,high_risk_governance_tone,risk.security.cn,24,true,compliance.security.cn
hard_boundary_v1_000362,high_risk_governance_tone,risk.security.cn,2,true,compliance.security.cn
hard_boundary_v1_000363,high_risk_governance_tone,fraud.security.cn,3,true,coupon.commerce.cn
hard_boundary_v1_000364,high_risk_governance_tone,fraud.security.cn,10,true,compliance.security.cn
hard_boundary_v1_000365,high_risk_governance_tone,fraud.security.cn,6,true,coupon.commerce.cn
hard_boundary_v1_000366,high_risk_governance_tone,issue.invoice.finance.cn,1,true,issue.invoice.finance.cn
hard_boundary_v1_000367,high_risk_governance_tone,issue.invoice.finance.cn,,false,compliance.security.cn
hard_boundary_v1_000368,high_risk_governance_tone,issue.invoice.finance.cn,2,true,compliance.security.cn
hard_boundary_v1_000369,high_risk_governance_tone,tax.finance.cn,1,true,tax.finance.cn
hard_boundary_v1_000370,high_risk_governance_tone,tax.finance.cn,1,true,tax.finance.cn
hard_boundary_v1_000371,high_risk_governance_tone,tax.finance.cn,3,true,compliance.security.cn
hard_boundary_v1_000372,high_risk_governance_tone,transaction.compliance.security.cn,1,true,transaction.compliance.security.cn
hard_boundary_v1_000373,high_risk_governance_tone,transaction.compliance.security.cn,1,true,transaction.compliance.security.cn
hard_boundary_v1_000374,high_risk_governance_tone,transaction.compliance.security.cn,1,true,transaction.compliance.security.cn
hard_boundary_v1_000375,high_risk_governance_tone,permit.gov.cn,1,true,permit.gov.cn
hard_boundary_v1_000376,high_risk_governance_tone,permit.gov.cn,1,true,permit.gov.cn
hard_boundary_v1_000377,high_risk_governance_tone,permit.gov.cn,2,true,compliance.security.cn
hard_boundary_v1_000378,high_risk_governance_tone,permit.gov.cn,17,true,docs.productivity.cn
hard_boundary_v1_000379,high_risk_governance_tone,permit.gov.cn,2,true,compliance.security.cn
hard_boundary_v1_000380,high_risk_governance_tone,permit.gov.cn,18,true,compliance.security.cn
hard_boundary_v1_000381,high_risk_governance_tone,policy.gov.cn,1,true,policy.gov.cn
hard_boundary_v1_000382,high_risk_governance_tone,policy.gov.cn,1,true,policy.gov.cn
hard_boundary_v1_000383,high_risk_governance_tone,policy.gov.cn,1,true,policy.gov.cn
hard_boundary_v1_000384,high_risk_governance_tone,policy.gov.cn,1,true,policy.gov.cn
hard_boundary_v1_000385,high_risk_governance_tone,policy.gov.cn,1,true,policy.gov.cn
hard_boundary_v1_000386,high_risk_governance_tone,policy.gov.cn,1,true,policy.gov.cn
hard_boundary_v1_000387,high_risk_governance_tone,data.compliance.security.cn,2,true,risk.security.cn
hard_boundary_v1_000388,high_risk_governance_tone,data.compliance.security.cn,2,true,compliance.security.cn
hard_boundary_v1_000389,high_risk_governance_tone,data.compliance.security.cn,5,true,compliance.security.cn
hard_boundary_v1_000390,high_risk_governance_tone,account.compliance.security.cn,1,true,account.compliance.security.cn
hard_boundary_v1_000391,high_risk_governance_tone,account.compliance.security.cn,1,true,account.compliance.security.cn
hard_boundary_v1_000392,high_risk_governance_tone,account.compliance.security.cn,1,true,account.compliance.security.cn
hard_boundary_v1_000393,high_risk_governance_tone,transaction.compliance.security.cn,1,true,transaction.compliance.security.cn
hard_boundary_v1_000394,high_risk_governance_tone,transaction.compliance.security.cn,2,true,compliance.security.cn
hard_boundary_v1_000395,high_risk_governance_tone,transaction.compliance.security.cn,1,true,transaction.compliance.security.cn
hard_boundary_v1_000396,high_risk_governance_tone,risk.security.cn,1,true,risk.security.cn
hard_boundary_v1_000397,high_risk_governance_tone,risk.security.cn,22,true,reimburse.invoice.finance.cn
hard_boundary_v1_000398,high_risk_governance_tone,risk.security.cn,2,true,compliance.security.cn
hard_boundary_v1_000399,high_risk_governance_tone,risk.security.cn,1,true,risk.security.cn
hard_boundary_v1_000400,high_risk_governance_tone,risk.security.cn,3,true,shanghai.hotel.travel.cn
hard_boundary_v1_000401,high_risk_governance_tone,risk.security.cn,1,true,risk.security.cn
hard_boundary_v1_000402,high_risk_governance_tone,fraud.security.cn,2,true,activity.travel.cn
hard_boundary_v1_000403,high_risk_governance_tone,fraud.security.cn,2,true,coupon.commerce.cn
hard_boundary_v1_000404,high_risk_governance_tone,fraud.security.cn,7,true,activity.travel.cn
hard_boundary_v1_000405,high_risk_governance_tone,fraud.security.cn,3,true,account.compliance.security.cn
hard_boundary_v1_000406,high_risk_governance_tone,fraud.security.cn,12,true,clinic.health.cn
hard_boundary_v1_000407,high_risk_governance_tone,fraud.security.cn,5,true,account.compliance.security.cn
hard_boundary_v1_000408,high_risk_governance_tone,issue.invoice.finance.cn,1,true,issue.invoice.finance.cn
hard_boundary_v1_000409,high_risk_governance_tone,issue.invoice.finance.cn,,false,compliance.security.cn
hard_boundary_v1_000410,high_risk_governance_tone,issue.invoice.finance.cn,1,true,issue.invoice.finance.cn
hard_boundary_v1_000411,high_risk_governance_tone,verify.invoice.finance.cn,4,true,reimburse.invoice.finance.cn
hard_boundary_v1_000412,high_risk_governance_tone,verify.invoice.finance.cn,4,true,reimburse.invoice.finance.cn
hard_boundary_v1_000413,high_risk_governance_tone,verify.invoice.finance.cn,6,true,reimburse.invoice.finance.cn
hard_boundary_v1_000414,high_risk_governance_tone,tax.finance.cn,1,true,tax.finance.cn
hard_boundary_v1_000415,high_risk_governance_tone,tax.finance.cn,1,true,tax.finance.cn
hard_boundary_v1_000416,high_risk_governance_tone,tax.finance.cn,1,true,tax.finance.cn
hard_boundary_v1_000417,high_risk_governance_tone,tax.finance.cn,1,true,tax.finance.cn
hard_boundary_v1_000418,high_risk_governance_tone,tax.finance.cn,1,true,tax.finance.cn
hard_boundary_v1_000419,high_risk_governance_tone,tax.finance.cn,3,true,compliance.security.cn
hard_boundary_v1_000420,high_risk_governance_tone,transaction.compliance.security.cn,1,true,transaction.compliance.security.cn
hard_boundary_v1_000421,high_risk_governance_tone,transaction.compliance.security.cn,1,true,transaction.compliance.security.cn
hard_boundary_v1_000422,high_risk_governance_tone,transaction.compliance.security.cn,1,true,transaction.compliance.security.cn
hard_boundary_v1_000423,high_risk_governance_tone,transaction.compliance.security.cn,1,true,transaction.compliance.security.cn
hard_boundary_v1_000424,high_risk_governance_tone,transaction.compliance.security.cn,,false,risk.security.cn
hard_boundary_v1_000425,high_risk_governance_tone,transaction.compliance.security.cn,4,true,compliance.security.cn
hard_boundary_v1_000426,high_risk_governance_tone,policy.gov.cn,1,true,policy.gov.cn
hard_boundary_v1_000427,high_risk_governance_tone,policy.gov.cn,1,true,policy.gov.cn
hard_boundary_v1_000428,high_risk_governance_tone,policy.gov.cn,1,true,policy.gov.cn
hard_boundary_v1_000429,high_risk_governance_tone,compliance.security.cn,1,true,compliance.security.cn
hard_boundary_v1_000430,high_risk_governance_tone,compliance.security.cn,1,true,compliance.security.cn
hard_boundary_v1_000431,near_duplicate_descriptors,fraud.security.cn,1,true,fraud.security.cn
hard_boundary_v1_000432,near_duplicate_descriptors,fraud.security.cn,1,true,fraud.security.cn
hard_boundary_v1_000433,near_duplicate_descriptors,fraud.security.cn,1,true,fraud.security.cn
hard_boundary_v1_000434,near_duplicate_descriptors,policy.gov.cn,1,true,policy.gov.cn
hard_boundary_v1_000435,near_duplicate_descriptors,policy.gov.cn,1,true,policy.gov.cn
hard_boundary_v1_000436,near_duplicate_descriptors,policy.gov.cn,1,true,policy.gov.cn
hard_boundary_v1_000437,near_duplicate_descriptors,permit.gov.cn,1,true,permit.gov.cn
hard_boundary_v1_000438,near_duplicate_descriptors,permit.gov.cn,3,true,policy.gov.cn
hard_boundary_v1_000439,near_duplicate_descriptors,permit.gov.cn,1,true,permit.gov.cn
hard_boundary_v1_000440,near_duplicate_descriptors,price.commerce.cn,1,true,price.commerce.cn
hard_boundary_v1_000441,near_duplicate_descriptors,price.commerce.cn,1,true,price.commerce.cn
hard_boundary_v1_000442,near_duplicate_descriptors,price.commerce.cn,1,true,price.commerce.cn
hard_boundary_v1_000443,near_duplicate_descriptors,coupon.commerce.cn,1,true,coupon.commerce.cn
hard_boundary_v1_000444,near_duplicate_descriptors,coupon.commerce.cn,1,true,coupon.commerce.cn
hard_boundary_v1_000445,near_duplicate_descriptors,coupon.commerce.cn,1,true,coupon.commerce.cn
hard_boundary_v1_000446,near_duplicate_descriptors,course.education.cn,1,true,course.education.cn
hard_boundary_v1_000447,near_duplicate_descriptors,course.education.cn,1,true,course.education.cn
hard_boundary_v1_000448,near_duplicate_descriptors,course.education.cn,1,true,course.education.cn
hard_boundary_v1_000449,near_duplicate_descriptors,tutoring.education.cn,1,true,tutoring.education.cn
hard_boundary_v1_000450,near_duplicate_descriptors,tutoring.education.cn,1,true,tutoring.education.cn
hard_boundary_v1_000451,near_duplicate_descriptors,tutoring.education.cn,1,true,tutoring.education.cn
hard_boundary_v1_000452,near_duplicate_descriptors,nutrition.health.cn,1,true,nutrition.health.cn
hard_boundary_v1_000453,near_duplicate_descriptors,nutrition.health.cn,19,true,fitness.health.cn
hard_boundary_v1_000454,near_duplicate_descriptors,nutrition.health.cn,1,true,nutrition.health.cn
hard_boundary_v1_000455,near_duplicate_descriptors,fitness.health.cn,1,true,fitness.health.cn
hard_boundary_v1_000456,near_duplicate_descriptors,fitness.health.cn,1,true,fitness.health.cn
hard_boundary_v1_000457,near_duplicate_descriptors,fitness.health.cn,1,true,fitness.health.cn
hard_boundary_v1_000458,near_duplicate_descriptors,clinic.health.cn,2,true,fitness.health.cn
hard_boundary_v1_000459,near_duplicate_descriptors,clinic.health.cn,1,true,clinic.health.cn
hard_boundary_v1_000460,near_duplicate_descriptors,clinic.health.cn,2,true,fitness.health.cn
hard_boundary_v1_000461,near_duplicate_descriptors,meeting.productivity.cn,2,true,docs.productivity.cn
hard_boundary_v1_000462,near_duplicate_descriptors,meeting.productivity.cn,1,true,meeting.productivity.cn
hard_boundary_v1_000463,near_duplicate_descriptors,meeting.productivity.cn,2,true,docs.productivity.cn
hard_boundary_v1_000464,near_duplicate_descriptors,issue.invoice.finance.cn,2,true,transport.travel.cn
hard_boundary_v1_000465,near_duplicate_descriptors,issue.invoice.finance.cn,1,true,issue.invoice.finance.cn
hard_boundary_v1_000466,near_duplicate_descriptors,issue.invoice.finance.cn,3,true,transport.travel.cn
hard_boundary_v1_000467,near_duplicate_descriptors,verify.invoice.finance.cn,4,true,invoice.finance.cn
hard_boundary_v1_000468,near_duplicate_descriptors,verify.invoice.finance.cn,,false,invoice.finance.cn
hard_boundary_v1_000469,near_duplicate_descriptors,verify.invoice.finance.cn,4,true,invoice.finance.cn
hard_boundary_v1_000470,near_duplicate_descriptors,reimburse.invoice.finance.cn,2,true,hotel.travel.cn
hard_boundary_v1_000471,near_duplicate_descriptors,reimburse.invoice.finance.cn,1,true,reimburse.invoice.finance.cn
hard_boundary_v1_000472,near_duplicate_descriptors,reimburse.invoice.finance.cn,2,true,hotel.travel.cn
hard_boundary_v1_000473,near_duplicate_descriptors,schedule.meeting.productivity.cn,2,true,meeting.productivity.cn
hard_boundary_v1_000474,near_duplicate_descriptors,schedule.meeting.productivity.cn,5,true,summary.meeting.productivity.cn
hard_boundary_v1_000475,near_duplicate_descriptors,schedule.meeting.productivity.cn,3,true,meeting.productivity.cn
hard_boundary_v1_000476,near_duplicate_descriptors,summary.meeting.productivity.cn,1,true,summary.meeting.productivity.cn
hard_boundary_v1_000477,near_duplicate_descriptors,summary.meeting.productivity.cn,1,true,summary.meeting.productivity.cn
hard_boundary_v1_000478,near_duplicate_descriptors,summary.meeting.productivity.cn,1,true,summary.meeting.productivity.cn
hard_boundary_v1_000479,near_duplicate_descriptors,action-items.meeting.productivity.cn,1,true,action-items.meeting.productivity.cn
hard_boundary_v1_000480,near_duplicate_descriptors,action-items.meeting.productivity.cn,1,true,action-items.meeting.productivity.cn
hard_boundary_v1_000481,near_duplicate_descriptors,action-items.meeting.productivity.cn,1,true,action-items.meeting.productivity.cn
hard_boundary_v1_000482,near_duplicate_descriptors,hotel.travel.cn,1,true,hotel.travel.cn
hard_boundary_v1_000483,near_duplicate_descriptors,hotel.travel.cn,1,true,hotel.travel.cn
hard_boundary_v1_000484,near_duplicate_descriptors,hotel.travel.cn,1,true,hotel.travel.cn
hard_boundary_v1_000485,near_duplicate_descriptors,flight.travel.cn,1,true,flight.travel.cn
hard_boundary_v1_000486,near_duplicate_descriptors,flight.travel.cn,1,true,flight.travel.cn
hard_boundary_v1_000487,near_duplicate_descriptors,flight.travel.cn,1,true,flight.travel.cn
hard_boundary_v1_000488,near_duplicate_descriptors,transport.travel.cn,1,true,transport.travel.cn
hard_boundary_v1_000489,near_duplicate_descriptors,transport.travel.cn,1,true,transport.travel.cn
hard_boundary_v1_000490,near_duplicate_descriptors,transport.travel.cn,1,true,transport.travel.cn
hard_boundary_v1_000491,near_duplicate_descriptors,activity.travel.cn,1,true,activity.travel.cn
hard_boundary_v1_000492,near_duplicate_descriptors,activity.travel.cn,6,true,docs.productivity.cn
hard_boundary_v1_000493,near_duplicate_descriptors,activity.travel.cn,1,true,activity.travel.cn
hard_boundary_v1_000494,near_duplicate_descriptors,budget.finance.cn,1,true,budget.finance.cn
hard_boundary_v1_000495,near_duplicate_descriptors,budget.finance.cn,2,true,invest.finance.cn
hard_boundary_v1_000496,near_duplicate_descriptors,budget.finance.cn,1,true,budget.finance.cn
hard_boundary_v1_000497,near_duplicate_descriptors,compliance.security.cn,1,true,compliance.security.cn
hard_boundary_v1_000498,near_duplicate_descriptors,compliance.security.cn,1,true,compliance.security.cn
hard_boundary_v1_000499,near_duplicate_descriptors,compliance.security.cn,1,true,compliance.security.cn
hard_boundary_v1_000500,near_duplicate_descriptors,risk.security.cn,2,true,compliance.security.cn
